,city,country,id,date,latitude,longitude,temp,cloudiness,wind speed,humidity
417,Grand Gaube,MU,934479,10/28/19 13:18,-20.01,57.66,72.68000000000004,20,2.83,83
420,Venado Tuerto,AR,3833062,10/28/19 13:18,-33.75,-61.97,60.008,100,7.6,90
421,Quelimane,MZ,1028434,10/28/19 13:18,-17.88,36.89,86.0,0,7.7,66
423,Marzuq,YE,72181,10/28/19 13:18,14.4,46.47,69.42200000000004,49,1.11,50
424,Rio de Janeiro,BR,3451190,10/28/19 13:16,-22.91,-43.21,88.41200000000006,20,6.7,79
425,Saint-Francois,FR,2980080,10/28/19 13:18,46.42,3.91,55.38200000000002,90,2.1,93
427,Carballo,ES,3126369,10/28/19 13:18,43.21,-8.69,64.058,20,4.1,82
428,Cuorgne,IT,3177695,10/28/19 13:18,45.39,7.65,58.31600000000001,99,2.1,82
429,Alta Floresta,BR,6316343,10/28/19 13:18,-9.87,-56.08,93.2,40,1.5,52
430,Cabo San Lucas,MX,3985710,10/28/19 13:18,22.89,-109.91,84.02000000000007,5,1.0,29
431,Cherskiy,RU,2126199,10/28/19 13:16,68.75,161.3,-12.405999999999977,53,1.86,97
433,Waddan,LY,2209055,10/28/19 13:18,29.16,16.14,78.24199999999999,100,2.59,28
434,Gumdag,TM,161943,10/28/19 13:18,39.2,54.59,63.5,77,4.59,18
435,Harper,US,4696310,10/28/19 13:18,30.3,-99.24,66.72200000000004,90,3.1,82
436,Saint-Gaudens,FR,2980045,10/28/19 13:18,43.11,0.72,63.248000000000026,90,2.1,82
437,Mahon,IE,2965139,10/28/19 13:18,51.89,-8.4,46.418000000000085,75,6.2,75
438,Arraial do Cabo,BR,3471451,10/28/19 13:18,-22.97,-42.02,87.63800000000005,20,10.3,66
439,Marsh Harbour,BS,3571913,10/28/19 13:16,26.54,-77.06,81.75200000000008,60,4.47,80
440,Kars,TR,743952,10/28/19 13:18,40.61,43.1,45.158,29,1.0,60
441,Hobyo,SO,57000,10/28/19 13:18,5.35,48.53,81.33800000000005,3,4.45,75
442,Matamoros,US,3523466,10/28/19 13:18,25.87,-97.51,83.82200000000003,40,5.7,51
443,Mehamn,NO,778707,10/28/19 13:18,71.03,27.85,32.61200000000006,75,8.7,73
444,Touros,BR,3386213,10/28/19 13:18,-5.2,-35.46,84.2,20,8.2,54
445,Olutanga,PH,1697155,10/28/19 13:18,7.31,122.85,80.69000000000003,95,1.39,78
446,Maragogi,BR,3395458,10/28/19 13:18,-9.01,-35.22,78.74600000000005,26,8.09,73
447,Quiroga,ES,3112395,10/28/19 13:18,42.48,-7.27,60.74600000000005,100,1.05,87
448,Ler,NO,3146125,10/28/19 13:18,63.2,10.3,39.48800000000004,75,5.7,86
449,Sabancuy,MX,3520161,10/28/19 13:18,18.97,-91.18,92.192,51,0.26,52
450,Porbandar,IN,1259395,10/28/19 13:18,21.64,69.61,82.4,40,2.6,74
452,Faanui,PF,4034551,10/28/19 13:18,-16.48,-151.75,78.94400000000007,33,6.8,82
453,Gravelbourg,CA,5965462,10/28/19 13:18,49.88,-106.56,18.518000000000086,100,8.87,71
454,Taloqan,AF,1123004,10/28/19 13:18,36.74,69.54,51.674000000000014,100,0.75,73
457,Atbasar,KZ,1526038,10/28/19 13:18,51.81,68.36,53.13200000000002,10,11.06,62
458,Magadan,RU,2123628,10/28/19 13:18,59.56,150.8,37.004000000000055,100,3.22,96
459,Shugurovo,RU,493566,10/28/19 13:18,54.51,52.13,39.02000000000006,19,6.18,69
460,Mukhen,RU,2019718,10/28/19 13:18,48.19,136.14,36.71600000000001,75,2.43,67
461,Vieques,PR,4568570,10/28/19 13:18,18.43,-65.83,86.558,40,7.7,70
462,Barpathar,IN,1276869,10/28/19 13:18,26.3,93.87,69.71000000000008,94,0.21,95
463,Qandala,SO,53157,10/28/19 13:18,11.47,49.87,78.54800000000003,100,0.94,53
465,Sechura,PE,3691954,10/28/19 13:18,-5.56,-80.82,60.81800000000008,74,7.66,94
466,Bucerias,MX,4016734,10/28/19 13:18,20.76,-105.33,84.092,20,2.71,58
467,Cidreira,BR,3466165,10/28/19 13:18,-30.17,-50.22,72.87800000000007,31,4.98,78
468,Teya,MX,3526662,10/28/19 13:18,21.05,-89.07,87.81800000000008,75,3.6,74
469,Keti Bandar,PK,1174451,10/28/19 13:18,24.14,67.45,84.07400000000001,100,4.74,64
470,Vila Franca do Campo,PT,3372472,10/28/19 13:18,37.72,-25.43,71.6,20,10.3,88
471,Nanakuli,US,5851349,10/28/19 13:18,21.39,-158.15,76.73000000000005,90,2.6,88
472,Harrisburg,US,5192726,10/28/19 13:18,40.27,-76.89,65.48000000000005,1,3.1,45
473,Kuandian,CN,2036283,10/28/19 13:18,40.73,124.78,40.424000000000014,0,2.69,63
474,Viedma,AR,3832899,10/28/19 13:18,-40.81,-62.99,70.05200000000008,53,7.27,32
475,Man,CI,2284647,10/28/19 13:18,7.41,-7.55,73.20200000000008,100,0.65,94
476,Ewa Beach,US,5855051,10/28/19 13:14,21.32,-158.01,76.71200000000006,20,1.5,61
477,Foso,GH,2300883,10/28/19 13:18,5.7,-1.29,76.22600000000008,85,1.96,93
478,Banjar,ID,1650233,10/28/19 13:18,-7.37,108.54,70.62800000000007,82,0.6,97
480,Baker City,US,5712169,10/28/19 13:17,44.77,-117.83,29.57000000000006,75,2.18,63
481,Los Llanos de Aridane,ES,2514651,10/28/19 13:18,28.66,-17.92,78.36800000000008,37,5.7,65
482,Roald,NO,3141667,10/28/19 13:18,62.58,6.12,37.05800000000001,75,3.6,86
483,Samana,EC,3655185,10/28/19 13:18,0.12,-76.97,87.8,40,2.1,58
484,Broome,GB,2656067,10/28/19 13:18,52.47,1.45,45.320000000000064,20,1.5,81
485,Sayyan,YE,70979,10/28/19 13:18,15.17,44.32,62.90600000000003,5,2.23,27
486,Sao Desiderio,BR,3449304,10/28/19 13:18,-12.36,-44.97,87.63800000000005,41,1.31,33
487,Akdepe,TM,601551,10/28/19 13:18,42.05,59.39,50.0,0,4.1,46
488,Mount Gambier,AU,2156643,10/28/19 13:18,-37.83,140.78,48.2,22,4.1,93
489,Yataity,PY,3436657,10/28/19 13:18,-26.37,-56.07,104.61200000000005,0,3.24,24
490,Mayumba,GA,2399001,10/28/19 13:18,-3.44,10.65,78.11600000000001,99,5.13,85
491,Podbrdo,BA,3210593,10/28/19 13:18,44.44,17.01,59.0,99,0.5,82
492,Jiayuguan,CN,1280957,10/28/19 13:18,39.77,98.29,45.158,0,5.85,16
493,Qasigiannguit,GL,3420768,10/28/19 13:18,68.82,-51.19,28.4,75,1.44,92
494,Gimli,CA,5961417,10/28/19 13:18,50.63,-96.99,27.554000000000052,70,2.68,58
496,Shingu,JP,1847947,10/28/19 13:18,33.72,135.99,63.320000000000064,90,3.7,86
497,Fredericksburg,US,4760059,10/28/19 13:18,38.3,-77.46,66.11000000000008,1,2.6,52
498,Sindor,RU,492860,10/28/19 13:18,62.87,51.9,23.45,41,3.35,83
499,Borovnica,BA,3186717,10/28/19 13:18,44.38,18.19,56.13800000000005,100,1.5,72
500,Pervomayskiy,RU,510911,10/28/19 13:18,53.24,40.29,46.72400000000001,97,1.69,62
501,Manadhoo,MV,1337618,10/28/19 13:18,5.77,73.38,82.61600000000001,100,5.4,74
502,Sola,TZ,151211,10/28/19 13:18,-3.17,33.8,71.74400000000007,95,3.43,68
503,San Lazaro,BZ,3581514,10/28/19 13:18,18.04,-88.66,84.2,40,2.1,89
504,Sitka,US,4267710,10/28/19 13:18,37.17,-99.65,33.998000000000026,55,3.58,46
505,Jega,NG,2336237,10/28/19 13:18,12.22,4.38,83.82200000000003,8,3.96,50
506,Aksu,KZ,1524298,10/28/19 13:16,52.04,76.93,53.6,90,9.0,66
507,Hofn,IS,2630299,10/28/19 13:18,64.25,-15.21,30.2,0,2.1,74
509,Port-Gentil,GA,2396518,10/28/19 13:18,-0.72,8.78,80.6,75,2.6,83
510,Emerald,AU,2167426,10/28/19 13:18,-23.53,148.16,70.68200000000002,70,3.1,68
511,Evensk,RU,2125693,10/28/19 13:18,61.92,159.24,27.338000000000044,100,2.85,75
512,Nichinan,JP,1855476,10/28/19 13:18,31.65,131.31,59.0,100,0.89,100
513,Hami,CN,1529484,10/28/19 13:18,42.84,93.51,42.908,0,1.06,28
514,Arcata,US,5558953,10/28/19 13:16,40.87,-124.08,42.8,1,2.6,60
515,Ainazi,LV,461628,10/28/19 13:19,57.86,24.36,42.602000000000075,95,2.98,76
516,Sehwan,PK,1165789,10/28/19 13:19,26.43,67.86,82.4,33,3.44,58
517,Seymchan,RU,2121373,10/28/19 13:19,62.93,152.39,14.756000000000029,100,0.13,95
518,Mersing,MY,1732826,10/28/19 13:19,2.43,103.84,81.24800000000002,97,4.22,77
519,Keffi,NG,2334652,10/28/19 13:19,8.85,7.88,80.6,40,3.1,57
520,Sefton,AU,2147714,10/28/19 13:19,-33.89,151.01,53.582000000000015,20,1.2,82
521,Nizhniy Ingash,RU,1497497,10/28/19 13:19,56.2,96.53,42.92600000000009,100,8.14,85
522,Tiksi,RU,2015306,10/28/19 13:19,71.64,128.87,-0.8139999999999787,100,0.77,96
523,Salina Cruz,MX,3520064,10/28/19 13:19,16.18,-95.2,82.45400000000005,0,7.75,74
524,Gat,SN,2249901,10/28/19 13:19,14.69,-16.54,93.86600000000001,5,1.9,14
527,Wollongong,AU,2171507,10/28/19 13:19,-34.42,150.89,53.87000000000006,20,2.55,82
528,Nefteyugansk,RU,1497917,10/28/19 13:19,61.09,72.61,19.4,40,4.0,100
529,Ornskoldsvik,SE,2686469,10/28/19 13:19,63.29,18.72,29.533999999999992,0,2.6,92
530,Uglegorsk,RU,2120261,10/28/19 13:19,49.08,142.06,39.254000000000055,33,4.3,77
531,Saint Anthony,US,5606187,10/28/19 13:16,43.97,-111.68,19.688000000000045,90,2.6,53
532,Malangali,TZ,155052,10/28/19 13:19,-8.57,34.85,65.174,98,6.05,67
534,Fortuna,US,5563839,10/28/19 13:19,40.6,-124.16,42.8,1,2.6,60
535,Pontes e Lacerda,BR,3453060,10/28/19 13:19,-15.23,-59.33,96.58399999999999,54,3.22,36
536,Labuhan,ID,1641899,10/28/19 13:19,-2.54,115.51,74.42600000000009,86,0.7,80
537,Sangar,RU,2017215,10/28/19 13:19,63.92,127.47,15.278000000000066,100,1.99,95
538,Necochea,AR,3430443,10/28/19 13:19,-38.55,-58.74,50.288000000000046,100,3.58,93
539,Luwingu,ZM,908913,10/28/19 13:19,-10.26,29.92,80.29400000000007,58,2.27,26
540,Chirilagua,SV,3587018,10/28/19 13:19,13.22,-88.14,87.83600000000007,92,1.0,79
541,Molteno,ZA,974719,10/28/19 13:19,-31.4,26.36,47.19199999999999,5,7.56,32
542,Poya,NC,2138522,10/28/19 13:19,-21.35,165.16,71.40200000000007,45,5.34,78
543,Erenhot,CN,2037485,10/28/19 13:19,43.65,111.97,36.733999999999995,0,4.78,55
544,Otane,NZ,2185329,10/28/19 13:19,-39.89,176.62,51.008,100,5.81,78
545,Ust-Ishim,RU,1488206,10/28/19 13:19,57.69,71.17,50.63000000000004,98,7.55,77
546,Tala,MX,3982616,10/28/19 13:19,20.65,-103.7,72.23000000000005,40,0.2,56
548,Burnie,AU,2173125,10/28/19 13:19,-41.05,145.91,43.66400000000003,100,1.34,94
549,Guerrero Negro,MX,4021858,10/28/19 13:19,27.97,-114.04,73.77800000000006,67,0.83,44
550,Bocanda,CI,2291383,10/28/19 13:19,7.06,-4.5,76.83800000000005,95,2.06,92
551,Cabedelo,BR,3404558,10/28/19 13:19,-6.97,-34.84,84.2,75,7.7,62
552,Abasha,GE,616022,10/28/19 13:19,42.2,42.2,53.6,0,1.5,93
554,Port-Cartier,CA,6111696,10/28/19 13:19,50.03,-66.88,42.29600000000005,90,5.7,75
555,Boguchany,RU,1509844,10/28/19 13:19,58.38,97.46,38.444000000000074,100,3.52,95
556,Police,PL,3088461,10/28/19 13:19,53.55,14.57,43.80800000000001,53,1.0,100
557,San-Pedro,CI,2282006,10/28/19 13:19,4.75,-6.64,78.98000000000005,27,6.35,86
558,Catuday,PH,1717787,10/28/19 13:19,16.29,119.81,81.46400000000003,100,5.09,82
559,Zabid,YE,69559,10/28/19 13:19,14.2,44.5,60.458000000000006,20,1.31,79
560,Hit,IQ,95788,10/28/19 13:19,33.64,42.83,75.03800000000004,0,1.15,34
562,Byron Bay,AU,2172880,10/28/19 13:19,-28.65,153.62,60.81800000000008,40,1.5,93
563,Tigil,RU,2120612,10/28/19 13:19,57.8,158.67,30.74000000000002,100,1.77,72
564,Ankpa,NG,2349788,10/28/19 13:19,7.37,7.63,72.19400000000007,94,0.38,92
565,Madaba,JO,248370,10/28/19 13:19,31.72,35.79,62.74400000000007,0,5.1,72
566,Katsuura,JP,1865309,10/28/19 13:19,33.93,134.5,61.71800000000009,75,3.1,87
567,Hambantota,LK,1244926,10/28/19 13:19,6.12,81.12,79.68200000000002,100,3.52,80
568,Curuguaty,PY,3437088,10/28/19 13:19,-24.47,-55.69,104.37800000000007,10,3.33,21
569,Waipawa,NZ,2185329,10/28/19 13:19,-39.94,176.59,51.008,100,5.81,78
570,Amapa,HN,3603330,10/28/19 13:19,15.09,-87.97,89.09600000000005,75,1.69,62
571,Sobolevo,RU,525426,10/28/19 13:19,54.43,31.9,40.73000000000004,82,1.15,86
572,Leh,IN,1264976,10/28/19 13:19,34.16,77.58,32.018000000000086,16,1.91,40
573,Brooks,CA,5909514,10/28/19 13:19,50.57,-111.89,17.00600000000003,61,5.81,61
574,Hauterive,CA,5889745,10/28/19 13:19,49.18,-68.27,43.16000000000008,90,2.6,93
575,Itagi,BR,3460907,10/28/19 13:19,-14.16,-40.01,87.15200000000007,58,3.43,40
576,Dom Pedrito,BR,3464547,10/28/19 13:19,-30.98,-54.67,86.21600000000001,7,7.35,72
577,Narasannapeta,IN,1261853,10/28/19 13:19,18.42,84.04,75.36200000000005,72,1.57,91
578,Nova Olimpia,BR,3456137,10/28/19 13:19,-14.8,-57.29,99.30200000000008,57,3.36,31
579,Mirnyy,RU,502265,10/28/19 13:19,56.57,36.46,32.88200000000002,69,1.01,78
580,Zhigansk,RU,2012530,10/28/19 13:19,66.77,123.37,16.268000000000086,100,3.7,89
581,Taoudenni,ML,2450173,10/28/19 13:19,22.68,-3.98,84.79400000000007,0,4.46,14
582,Bowen,AU,2174444,10/28/19 13:19,-20.01,148.25,72.158,75,0.5,83
583,Aranos,NA,3358666,10/28/19 13:19,-24.14,19.11,69.458,0,7.05,13
584,Sikeston,US,4408672,10/28/19 13:15,36.88,-89.59,57.02000000000006,90,2.09,93
585,Seoni Malwa,IN,1256823,10/28/19 13:19,22.45,77.47,73.32800000000006,93,1.01,82
586,Daru,PG,2098329,10/28/19 13:19,-9.07,143.21,75.70400000000005,98,2.9,92
588,Alyangula,AU,2079582,10/28/19 13:19,-13.85,136.42,73.4,55,1.54,94
589,Birobidzhan,RU,2026643,10/28/19 13:19,48.79,132.93,36.338000000000044,70,2.29,77
590,Salinopolis,BR,3389822,10/28/19 13:19,-0.61,-47.36,81.75200000000008,97,8.35,80
592,Rio Grande,BR,3451138,10/28/19 13:19,-32.03,-52.1,86.0,49,2.6,55
593,Florence,US,4578737,10/28/19 13:16,34.2,-79.77,76.74800000000002,1,1.5,54
594,Tulln,AT,2763266,10/28/19 13:19,48.33,16.06,47.372000000000035,75,3.1,71
595,La Asuncion,AR,3856548,10/28/19 13:19,-26.05,-65.39,96.44000000000003,0,6.66,15
596,Shelburne,CA,6145890,10/28/19 13:19,44.08,-80.2,58.604000000000056,20,3.6,50
597,Ugoofaaru,MV,1337619,10/28/19 13:19,5.67,73.0,82.14800000000002,100,6.09,76
598,Buluang,PH,1717512,10/28/19 13:19,10.47,123.98,78.8,20,1.0,83
599,Bochil,MX,3532182,10/28/19 13:19,17.0,-92.89,78.8,75,1.5,78
600,Grand Forks,US,5059429,10/28/19 13:19,47.91,-97.06,28.382000000000016,75,5.7,54
601,Minab,IR,123941,10/28/19 13:19,27.15,57.07,78.8,0,1.0,74
602,Mount Isa,AU,2065594,10/28/19 13:16,-20.73,139.49,73.4,75,5.1,38
603,Yenagoa,NG,2318123,10/28/19 13:19,4.92,6.26,74.04800000000003,100,0.97,94
604,Nadym,RU,1498087,10/28/19 13:19,65.53,72.51,0.39200000000004565,0,2.38,93
605,Tolaga Bay,NZ,2180991,10/28/19 13:19,-38.37,178.3,59.39600000000005,97,2.35,76
606,Gigmoto,PH,1712961,10/28/19 13:19,13.78,124.39,83.89400000000008,95,5.11,77
607,Puerto Escondido,MX,3520994,10/28/19 13:19,15.86,-97.07,86.0,75,2.6,66
608,Beringovskiy,RU,2126710,10/28/19 13:19,63.05,179.32,21.02000000000006,100,11.76,66
609,Te Anau,NZ,2181625,10/28/19 13:19,-45.41,167.72,37.99400000000007,90,1.11,95
610,Homer,US,5864145,10/28/19 13:19,59.64,-151.54,48.02000000000006,1,6.46,76
611,Port Hardy,CA,6111862,10/28/19 13:19,50.7,-127.42,44.6,75,1.5,87
612,Peniche,PT,2264923,10/28/19 13:19,39.36,-9.38,67.424,40,4.6,94
613,Belmonte,PT,8010472,10/28/19 13:19,40.36,-7.35,62.83399999999999,100,1.27,90
615,Shuyskoye,RU,493201,10/28/19 13:19,59.37,41.03,24.332000000000015,41,1.66,92
616,Port Augusta,AU,2063056,10/28/19 13:19,-32.49,137.76,55.65200000000008,0,2.6,62
617,Fort Saint James,CA,5881688,10/28/19 13:19,54.43,-124.25,30.50600000000003,34,2.91,50
618,Camopi,GF,3382226,10/28/19 13:19,3.17,-52.33,95.77400000000002,63,2.44,31
619,Hong Gai,VN,1580410,10/28/19 13:19,20.96,107.09,71.6,100,3.6,68
620,Half Moon Bay,US,5354943,10/28/19 13:19,37.46,-122.43,59.791999999999994,20,3.6,19
621,Campos Altos,BR,3467688,10/28/19 13:19,-19.7,-46.17,82.25600000000003,83,3.1,51
622,Senneterre,CA,6144195,10/28/19 13:19,48.39,-77.24,44.6,75,3.6,87
623,North Branch,US,5039421,10/28/19 13:19,45.51,-92.98,33.008,90,3.1,33
